,well_index,area,eccentricity,major_axis_length,cell_number,day,major_axis_length_um
43,43,4219.0,0.7125796764292349,87.98993160851956,100,4,140.78389057363128
44,44,13966.0,0.6165922444447116,150.55882005260926,100,4,240.89411208417482
45,45,7181.0,0.549026356102026,107.28899025217207,100,4,171.66238440347533
46,46,11196.0,0.7966874217391787,157.02410937701518,100,4,251.2385750032243
47,47,15186.0,0.5011120855305137,149.784951047035,100,4,239.65592167525602
48,48,13858.0,0.30641038935749537,136.2375443094379,100,4,217.98007089510065
49,49,4939.0,0.20345808394163595,80.42827492778387,100,4,128.6852398844542
50,50,16589.0,0.8976811898087407,223.14770537721645,100,4,357.03632860354634
51,51,14942.0,0.7060591164774401,164.4353905078694,100,4,263.0966248125911
52,52,17389.0,0.7863352211671125,189.99240341883447,100,4,303.98784547013514
53,53,3252.0,0.4684981694338319,69.05461742064507,100,4,110.48738787303212
54,54,12992.0,0.5504767438810262,141.97646656142192,100,4,227.16234649827507
55,55,7346.0,0.8198032457966096,128.89905445047995,100,4,206.23848712076793
56,56,2766.0,0.3256612861805044,61.100966734411315,100,4,97.76154677505811
57,57,11007.0,0.5423097262753263,129.37877971304331,100,4,207.0060475408693
58,58,17941.0,0.711826430226918,181.30234735118745,100,4,290.0837557618999
59,59,14469.0,0.7118321163285771,163.0875555209353,100,4,260.9400888334965
60,60,16395.0,0.7226872163044082,173.87668590439282,100,4,278.2026974470285
61,61,9759.0,0.8136223134866145,146.94238758653725,100,4,235.1078201384596
62,62,11120.0,0.4071989737602837,124.90425668538346,100,4,199.84681069661355
0,0,27039.0,0.640224328503095,212.12262452269357,200+cond,4,339.3961992363097
1,1,37935.0,0.7750725778231419,279.4069853294085,200+cond,4,447.0511765270536
2,2,52295.0,0.8654867213620004,543.2608822898031,200+cond,4,869.2174116636851
3,3,33150.0,0.8234438873139298,277.32206658710066,200+cond,4,443.7153065393611
4,4,34788.0,0.7379045356937359,257.73063408314783,200+cond,4,412.36901453303653
5,5,30149.0,0.7961445617853425,256.0649198051,200+cond,4,409.70387168816
6,6,21862.0,0.7518936033432768,206.66526179126046,200+cond,4,330.6644188660168
7,7,49065.0,0.7453634659244412,310.40210582010593,200+cond,4,496.6433693121695
8,8,33826.0,0.7921242315130615,269.67306976763484,200+cond,4,431.47691162821576
9,9,32491.0,0.6903828502491282,239.55138216351622,200+cond,4,383.282211461626
10,10,44802.0,0.6439244623354212,274.6504933899782,200+cond,4,439.4407894239651
11,11,31506.0,0.7341883853551707,243.90999132344052,200+cond,4,390.25598611750485
12,12,40223.0,0.8238737276506382,301.52743223242265,200+cond,4,482.4438915718763
13,13,17987.0,0.7895817561576687,194.80676538094428,200+cond,4,311.69082460951086
14,14,20372.0,0.5034030244077814,173.4308134333026,200+cond,4,277.4893014932842
15,15,29441.0,0.6156895548437996,220.9651903698196,200+cond,4,353.54430459171135
16,16,12277.0,0.4675982851319339,133.60011253778563,200+cond,4,213.76018006045703
17,17,42762.0,0.7774437338403213,296.2382238426747,200+cond,4,473.9811581482795
18,18,44095.0,0.7739775902280374,299.0649577448343,200+cond,4,478.5039323917349
19,19,43166.0,0.8340113227825854,318.04915762672164,200+cond,4,508.87865220275467
20,20,59271.0,0.7114942303289982,336.4386375813552,200+cond,4,538.3018201301683
21,21,51525.0,0.8046281307708228,334.04400357660194,200+cond,4,534.4704057225631
22,22,34690.0,0.6927166993882734,247.77826810776082,200+cond,4,396.44522897241734
23,23,8904.0,0.5123938668788629,115.267823868351,200+cond,4,184.42851818936163
24,24,22691.0,0.4925048291395924,182.40060668746628,200+cond,4,291.84097069994607
25,25,34143.0,0.640461265087421,238.77923042708485,200+cond,4,382.0467686833358
26,26,28759.0,0.698746469804149,226.5736579583503,200+cond,4,362.51785273336054
27,27,48317.0,0.28828404261222684,256.2049002030539,200+cond,4,409.9278403248863
28,28,33573.0,0.7734062785684108,261.0646418272472,200+cond,4,417.70342692359554
29,29,39775.0,0.7244702625608439,271.3382576030926,200+cond,4,434.1412121649482
30,30,40381.0,0.7758239552499143,286.5300740521603,200+cond,4,458.4481184834565
31,31,37716.0,0.8010929199164308,286.26301849602453,200+cond,4,458.0208295936393
32,32,53142.0,0.5130552654820948,284.78945729984906,200+cond,4,455.6631316797585
33,33,31421.0,0.7462492006130487,245.4967285583354,200+cond,4,392.79476569333667
34,34,18737.0,0.2422608211448436,156.89664210712945,200+cond,4,251.03462737140714
35,35,27008.0,0.626913817818229,210.3073846939116,200+cond,4,336.49181551025856
36,36,30561.0,0.6704717353509895,230.3749587415125,200+cond,4,368.59993398642
37,37,34637.0,0.5989591636735496,235.2401305226421,200+cond,4,376.38420883622734
38,38,11894.0,0.7018911839474246,152.7523210025227,200+cond,4,244.40371360403634
39,39,153191.0,0.5768052213327303,489.45855210096056,200+cond,4,783.1336833615369
0,0,38268.0,0.7496180882241275,275.61616645321214,200,4,440.98586632513945
1,1,20092.0,0.504526928384557,172.26122031466602,200,4,275.61795250346563
2,2,20313.0,0.2245348530279493,162.9757770594992,200,4,260.7612432951987
3,3,32886.0,0.6241544955189169,232.17639332456739,200,4,371.48222931930786
4,4,21581.0,0.7711443375441636,208.70968331291562,200,4,333.93549330066503
5,5,29371.0,0.6510185348765107,222.38799408160583,200,4,355.82079053056935
6,6,24966.0,0.7692052414655286,223.56460664278308,200,4,357.70337062845294
7,7,26739.0,0.6618711184302197,213.61955735325336,200,4,341.7912917652054
8,8,16410.0,0.8553404199518926,204.93795476634514,200,4,327.9007276261523
9,9,41537.0,0.3815394454428703,253.85696553313184,200,4,406.17114485301096
10,10,22601.0,0.7268132660955997,206.31330366032918,200,4,330.1012858565267
11,11,28510.0,0.5602051234266427,209.62989361197975,200,4,335.4078297791676
12,12,35359.0,0.7888410143321238,271.5676837825122,200,4,434.5082940520195
13,13,,,,200,4,
14,14,19853.0,0.7054520955828903,189.04119947613984,200,4,302.46591916182376
15,15,19576.0,0.890468610620326,290.38406116679613,200,4,464.6144978668738
16,16,25955.0,0.7087179721672611,216.86448804523215,200,4,346.98318087237146
17,17,32278.0,0.7936549645036541,261.294352505793,200,4,418.0709640092688
18,18,32737.0,0.7315996702900023,247.81374987925963,200,4,396.50199980681543
19,19,29392.0,0.6998125359025265,229.68578499594648,200,4,367.4972559935144
20,20,26481.0,0.2169493849374801,186.24129144741184,200,4,297.986066315859
21,21,34310.0,0.6599810642614027,242.82137908723973,200,4,388.5142065395836
22,22,22144.0,0.5548060894355826,185.16194562506172,200,4,296.25911300009875
23,23,20012.0,0.6910180234488029,194.25595125601612,200,4,310.8095220096258
24,24,34556.0,0.636953277191869,239.25329626673567,200,4,382.8052740267771
25,25,23008.0,0.7017108931327914,204.075354275662,200,4,326.52056684105924
26,26,22054.0,0.7237294344155083,206.66719257658522,200,4,330.6675081225364
27,27,26458.0,0.8214757856704006,245.7176769115639,200,4,393.1482830585023
28,28,11191.0,0.9024363500221559,205.2388011076934,200,4,328.38208177230945
29,29,11954.0,0.9073448639937466,221.3516432426089,200,4,354.16262918817426
30,30,837.0,0.9094481276815212,60.34604749589138,200,4,96.55367599342622
31,31,27193.0,0.7455351161532979,228.2542798984787,200,4,365.20684783756593
32,32,19125.0,0.75085753850251,192.43703195556859,200,4,307.8992511289098
33,33,26715.0,0.7060579948331206,219.54172275749912,200,4,351.2667564119986
34,34,29273.0,0.7165552446427633,232.62176623965766,200,4,372.1948259834523
35,35,17848.0,0.7662808949134722,188.61055680924264,200,4,301.7768908947882
36,36,6712.0,0.5480136297915734,102.68756700409605,200,4,164.3001072065537
37,37,23393.0,0.4832178347202453,187.48709304959263,200,4,299.9793488793482
38,38,30279.0,0.796272787164975,253.87834831068324,200,4,406.2053572970932
39,39,15441.0,0.7855871310970104,178.92077545255626,200,4,286.27324072409004
40,40,1031.0,0.9415931580078716,69.66834190935899,200,4,111.46934705497438
41,41,877.0,0.9242682585417178,71.81741464640268,200,4,114.90786343424429
42,42,24176.0,0.6813329063816159,205.37770964763126,200,4,328.60433543621
43,43,22958.0,0.7078034340546221,204.56098528074108,200,4,327.2975764491857
44,44,30113.0,0.6105035906152801,220.587018911584,200,4,352.93923025853445
45,45,29280.0,0.7742392985103106,244.55026393175632,200,4,391.2804222908101
46,46,37257.0,0.7215447117087215,263.5114737291558,200,4,421.6183579666493
47,47,32054.0,0.7929541440544963,259.26169346720843,200,4,414.8187095475335
48,48,15567.0,0.8492733428801639,230.9966252585936,200,4,369.5946004137498
49,49,680.0,0.9446441962045768,51.705789599866684,200,4,82.7292633597867
50,50,30766.0,0.7683743567991054,248.94296257608883,200,4,398.3087401217422
51,51,33372.0,0.7053013969885928,245.4910166231508,200,4,392.7856265970413
52,52,93415.0,0.18303909468532506,348.72851057376806,200,4,557.9656169180289
53,53,53304.0,0.3635656068360811,274.829634060478,200,4,439.7274144967648
54,54,32024.0,0.6345444307691827,230.79202963913548,200,4,369.2672474226168
55,55,23321.0,0.7533229216985553,226.944988517265,200,4,363.111981627624
56,56,16885.0,0.8213153578567566,196.4379245577629,200,4,314.3006792924207
57,57,24526.0,0.7520191797292255,220.9913006915871,200,4,353.5860811065394
58,58,29035.0,0.8100587656024614,252.16906767213925,200,4,403.47050827542284
59,59,23864.0,0.6962963239136425,207.1634203289132,200,4,331.4614725262611
60,60,25660.0,0.6828670029812124,212.12396489181702,200,4,339.39834382690725
0,0,829.0,0.9057358350838076,66.89580502947655,300+cond,4,107.03328804716249
1,1,90427.0,0.3284806784658855,351.32580960769036,300+cond,4,562.1212953723046
2,2,,,,300+cond,4,
3,3,17894.0,0.7618882808078671,189.02242589586362,300+cond,4,302.4358814333818
4,4,13234.0,0.7147800546853091,166.41057163514603,300+cond,4,266.25691461623364
5,5,47301.0,0.5824447268589968,274.9894390822,300+cond,4,439.98310253152005
6,6,1000.0,0.8768551188278247,68.17597467719945,300+cond,4,109.08155948351913
7,7,76125.0,0.37612748555329095,337.8041893526015,300+cond,4,540.4867029641624
8,8,43425.0,0.6495183025250622,438.607005063495,300+cond,4,701.771208101592
9,9,16468.0,0.927324508576654,252.8290630546331,300+cond,4,404.526500887413
10,10,639.0,0.942404550669622,51.396938315745636,300+cond,4,82.23510130519303
11,11,52947.0,0.9373533402293488,467.2698998828403,300+cond,4,747.6318398125445
12,12,36142.0,0.6492489289256886,273.37734581427503,300+cond,4,437.4037533028401
13,13,,,,300+cond,4,
14,14,,,,300+cond,4,
15,15,,,,300+cond,4,
16,16,47244.0,0.8392826523290888,470.13724689002294,300+cond,4,752.2195950240367
17,17,12538.0,0.5329448219328188,138.0534697356107,300+cond,4,220.88555157697712
18,18,97290.0,0.9084371133974068,627.8357502218686,300+cond,4,1004.5372003549897
0,0,28346.0,0.7278422857423323,229.83036273473985,300,4,367.72858037558376
1,1,7061.0,0.3245497401284988,97.68510995931734,300,4,156.29617593490775
2,2,25509.0,0.8299835850734364,242.6640843156059,300,4,388.26253490496947
3,3,53480.0,0.5787198064536683,294.47596660178414,300,4,471.16154656285465
4,4,10388.0,0.9204600070408996,193.53759839072467,300,4,309.66015742515947
5,5,26680.0,0.7148362589152362,220.76629619700543,300,4,353.2260739152087
6,6,,,,300,4,
7,7,4973.0,0.9225756786590592,167.89757416894818,300,4,268.6361186703171
8,8,30413.0,0.6495350368280194,225.8582536492876,300,4,361.3732058388602
9,9,32879.0,0.7780128484233988,258.7898591142458,300,4,414.0637745827933
10,10,19396.0,0.5188437197250003,170.38692216405238,300,4,272.6190754624838
11,11,,,,300,4,
12,12,1130.0,0.9353640639977066,63.97034563376075,300,4,102.3525530140172
13,13,26682.0,0.7225106008585571,224.50306178087772,300,4,359.20489884940434
14,14,23899.0,0.4591520497371762,185.88492304340755,300,4,297.4158768694521
15,15,21694.0,0.4235982055250641,174.71565174908898,300,4,279.5450427985424
16,16,54525.0,0.7439348845001051,336.8514176282518,300,4,538.9622682052029
17,17,35239.0,0.7413358025251338,258.81095672938125,300,4,414.09753076701
18,18,37373.0,0.7887539730816546,279.4293718799855,300,4,447.08699500797684
19,19,49829.0,0.6919521507308072,298.1995252376059,300,4,477.11924038016946
20,20,29948.0,0.8079837645824401,258.1735743524084,300,4,413.0777189638535
21,21,10322.0,0.8573000761963799,163.68283578133975,300,4,261.8925372501436
22,22,29817.0,0.5324113313173245,226.31427013774413,300,4,362.1028322203906
23,23,3408.0,0.8917974542999197,104.26997411349623,300,4,166.831958581594
24,24,42011.0,0.8081460290357578,303.9035548165365,300,4,486.2456877064584
25,25,43452.0,0.7054383377462311,281.10027771559555,300,4,449.76044434495293
26,26,22944.0,0.836140247698575,319.86062724786046,300,4,511.7770035965768
27,27,13575.0,0.5904234887711377,147.11780195658997,300,4,235.38848313054396
28,28,56983.0,0.5621702294389967,299.8887787660749,300,4,479.8220460257198
29,29,30531.0,0.6885854128314566,232.38959996877497,300,4,371.82335995003996
30,30,31558.0,0.7231615659048458,241.75004421751643,300,4,386.8000707480263
31,31,37522.0,0.5693281961560008,243.0490792520757,300,4,388.87852680332117
32,32,,,,300,4,
33,33,30475.0,0.703767563557139,234.31420130402353,300,4,374.9027220864377
34,34,10037.0,0.7481406684741199,151.93428894375455,300,4,243.0948623100073
35,35,914.0,0.8312154799722947,56.3106490390918,300,4,90.09703846254689
36,36,913.0,0.8930341550289477,58.687209891964976,300,4,93.89953582714396
37,37,754.0,0.9215657222750993,53.202258065824864,300,4,85.12361290531979
38,38,28327.0,0.6338131122033148,216.79039687082974,300,4,346.8646349933276
39,39,16614.0,0.9204460939840052,246.3742293097208,300,4,394.19876689555326
40,40,30445.0,0.4297115871980353,209.2530127690692,300,4,334.80482043051074
41,41,25311.0,0.5577177153827735,197.2684239854076,300,4,315.6294783766522
42,42,35191.0,0.6226709387863878,242.37489851572212,300,4,387.7998376251554
43,43,5097.0,0.8367455537850437,115.37848317730948,300,4,184.60557308369516
44,44,54687.0,0.6923236131668685,315.0979059072874,300,4,504.15664945165986
45,45,29010.0,0.8488712437642701,293.82646103038934,300,4,470.122337648623
46,46,3839.0,0.8508408713751119,186.21658726937318,300,4,297.9465396309971
47,47,21886.0,0.8108425083608455,219.30086349660928,300,4,350.88138159457486
48,48,33577.0,0.6401971759667959,236.7548691437032,300,4,378.80779062992514
49,49,25036.0,0.4757252632157197,190.67956304766724,300,4,305.0873008762676
50,50,28569.0,0.7399049160179537,233.21199457337337,300,4,373.13919131739743
51,51,11674.0,0.5931500551258335,136.31588647276337,300,4,218.1054183564214
52,52,25249.0,0.7525907963853594,221.3222180726128,300,4,354.1155489161805
53,53,27915.0,0.7129484324279103,225.8526954869156,300,4,361.36431277906496
54,54,6725.0,0.9095360338462404,350.8369285620288,300,4,561.3390856992461
55,55,26634.0,0.7004428606496589,218.5071543107464,300,4,349.61144689719424
56,56,36171.0,0.37387754082114616,225.30421599207068,300,4,360.4867455873131
57,57,3622.0,0.8270048639875738,188.06762296395013,300,4,300.90819674232023
0,0,48172.0,0.6250099411784075,282.2392455742817,100+cond,5,451.58279291885077
1,1,43050.0,0.5602998214761751,258.19667210617166,100+cond,5,413.1146753698747
2,2,10978.0,0.9164750271331144,278.11672534875385,100+cond,5,444.98676055800615
3,3,25367.0,0.3408866076777655,185.71978583599704,100+cond,5,297.1516573375953
4,4,43730.0,0.6650259384430871,273.7801024299025,100+cond,5,438.04816388784405
5,5,43450.0,0.6205183188336997,266.76356473540244,100+cond,5,426.8217035766439
6,6,51869.0,0.5927719856150759,286.85005901781534,100+cond,5,458.9600944285046
7,7,40790.0,0.6859610409404873,267.79007449251486,100+cond,5,428.4641191880238
8,8,66737.0,0.6149060614650294,333.9244690750169,100+cond,5,534.279150520027
9,9,47383.0,0.5194428314334916,266.01872047366703,100+cond,5,425.6299527578673
10,10,38180.0,0.6786906351039399,257.9200459322672,100+cond,5,412.67207349162754
11,11,44107.0,0.7449893570325182,291.65492281522995,100+cond,5,466.64787650436796
12,12,47763.0,0.5095691702191214,266.4345758040008,100+cond,5,426.2953212864013
13,13,48695.0,0.5706951852325495,275.4829048290376,100+cond,5,440.77264772646015
14,14,6367.0,0.6312963746069654,119.19590524180336,100+cond,5,190.71344838688537
15,15,52721.0,0.6299734713755359,294.5413683819307,100+cond,5,471.2661894110891
16,16,67787.0,0.6606559646948422,344.6976537954756,100+cond,5,551.516246072761
17,17,56293.0,0.688442984514499,314.99138762641377,100+cond,5,503.9862202022621
18,18,34650.0,0.32658505271072724,216.1311461125024,100+cond,5,345.8098337800038
19,19,44962.0,0.5875991598763679,266.2267144086406,100+cond,5,425.96274305382497
20,20,55923.0,0.775996899064374,336.8726862555385,100+cond,5,538.9962980088616
21,21,41697.0,0.3026599072691645,236.2130110062907,100+cond,5,377.94081761006515
22,22,38503.0,0.5234170125515931,240.58430793065025,100+cond,5,384.93489268904045
23,23,40109.0,0.37500955007408815,235.7048118515641,100+cond,5,377.12769896250256
24,24,788.0,0.8780853329993298,51.322740698035524,100+cond,5,82.11638511685685
25,25,46067.0,0.4739650970126321,258.5416764986287,100+cond,5,413.66668239780597
26,26,28432.0,0.922342743817757,334.87517431739866,100+cond,5,535.8002789078379
27,27,2533.0,0.8098434689439111,75.53764857593139,100+cond,5,120.86023772149022
28,28,36105.0,0.4967446761469668,230.6639299975353,100+cond,5,369.0622879960565
29,29,36916.0,0.4774946724131794,231.52958327072162,100+cond,5,370.4473332331546
30,30,58195.0,0.654162269894963,313.88443222664404,100+cond,5,502.2150915626305
31,31,49993.0,0.9372551979858574,501.1398261843648,100+cond,5,801.8237218949837
32,32,44198.0,0.4262076489936485,249.96891439763698,100+cond,5,399.9502630362192
33,33,70971.0,0.3504788835211956,312.30548564907406,100+cond,5,499.68877703851854
34,34,44920.0,0.7814402079191093,305.98729384965185,100+cond,5,489.57967015944297
35,35,,,,100+cond,5,
36,36,50331.0,0.2525396678232208,257.54549042121124,100+cond,5,412.07278467393803
37,37,13861.0,0.6789393119916142,280.8217801683844,100+cond,5,449.31484826941505
38,38,5257.0,0.495131354136003,141.16073484133096,100+cond,5,225.85717574612954
39,39,29770.0,0.3275075841864897,200.5584506304213,100+cond,5,320.8935210086741
40,40,44201.0,0.4282766194919032,249.70900684530082,100+cond,5,399.5344109524813
41,41,12184.0,0.8796294552324037,237.0323509395615,100+cond,5,379.25176150329844
42,42,47812.0,0.4526054193332197,262.0163590044274,100+cond,5,419.2261744070838
43,43,36655.0,0.4380596330316215,228.4218926894028,100+cond,5,365.4750283030445
44,44,,,,100+cond,5,
45,45,27086.0,0.42114412653154654,195.20324103866176,100+cond,5,312.3251856618588
0,0,22373.0,0.4196870553062495,177.4008481957907,100,5,283.84135711326513
1,1,2201.0,0.7709894260508879,67.1020398607694,100,5,107.36326377723104
2,2,9321.0,0.4515162037037933,115.74035490050578,100,5,185.18456784080925
3,3,,,,100,5,
4,4,18739.0,0.3911621039824451,161.08075172877898,100,5,257.7292027660464
5,5,1391.0,0.9050888849213312,167.46438669580274,100,5,267.9430187132844
6,6,,,,100,5,
7,7,21321.0,0.4731432804245278,175.63796576227332,100,5,281.0207452196373
8,8,26170.0,0.44910662466675655,193.3486192614705,100,5,309.35779081835284
9,9,38281.0,0.6121983865126172,248.46129463442108,100,5,397.5380714150738
10,10,26106.0,0.3668317060525436,189.4319686121569,100,5,303.0911497794511
11,11,34249.0,0.7837402150466664,265.9747483481753,100,5,425.5595973570805
12,12,26138.0,0.31688740193122794,188.10881624318344,100,5,300.9741059890935
13,13,37972.0,0.4774737802904319,234.91091431694556,100,5,375.8574629071129
14,14,36339.0,0.5140425378829371,232.331264344416,100,5,371.7300229510656
15,15,32711.0,0.7764734689505591,257.5184211825263,100,5,412.0294738920421
16,16,5841.0,0.7993168409680397,259.220943731466,100,5,414.7535099703456
17,17,24034.0,0.8456382933391788,242.31580344975663,100,5,387.70528551961064
18,18,36997.0,0.5327753316731483,236.03442368925892,100,5,377.6550779028143
19,19,1893.0,0.9381957642921472,114.5693816130648,100,5,183.3110105809037
20,20,33497.0,0.7304397276744596,250.73145231310187,100,5,401.170323700963
21,21,18248.0,0.33950909404658336,157.24694811831225,100,5,251.5951169892996
22,22,26752.0,0.6450254464641105,211.38509689511295,100,5,338.2161550321807
23,23,16074.0,0.3835957779894876,149.32394007549576,100,5,238.9183041207932
24,24,23305.0,0.5973121102798892,192.5262444274656,100,5,308.041991083945
25,25,34134.0,0.6621138070824224,241.80801604983918,100,5,386.8928256797427
26,26,30191.0,0.4916524429754851,210.33516222152323,100,5,336.5362595544372
27,27,19175.0,0.5838442713430694,174.81775044313954,100,5,279.7084007090233
28,28,35273.0,0.761267867450172,263.9228557768147,100,5,422.2765692429035
29,29,25664.0,0.580250578772146,200.47302997547814,100,5,320.75684796076507
30,30,20394.0,0.7838353751371456,205.85114192300725,100,5,329.3618270768116
31,31,36677.0,0.6381832614472688,246.56189599767654,100,5,394.4990335962825
32,32,22861.0,0.5032763097420646,184.00763280807897,100,5,294.41221249292636
33,33,26708.0,0.6277084830481938,209.1832127247009,100,5,334.69314035952146
34,34,24989.0,0.538010452469103,194.61315061972297,100,5,311.3810409915568
35,35,28210.0,0.8201517208412542,251.99965641785641,100,5,403.1994502685703
36,36,29698.0,0.6817443832292848,228.2042332107128,100,5,365.1267731371405
37,37,11910.0,0.9087263607156724,197.3068864426693,100,5,315.69101830827094
38,38,25349.0,0.7345337902671529,219.11024862526386,100,5,350.5763978004222
39,39,30303.0,0.5331466418950412,213.77332496544147,100,5,342.0373199447064
40,40,14087.0,0.5496545125167007,147.12806146400143,100,5,235.4048983424023
41,41,14889.0,0.6126904705272334,155.01412931001082,100,5,248.02260689601732
42,42,30563.0,0.766410496791293,249.13430561385934,100,5,398.614888982175
43,43,5972.0,0.712134958108134,105.47735800222765,100,5,168.76377280356425
44,44,15042.0,0.5763226802418724,221.28597179392415,100,5,354.05755487027864
45,45,7392.0,0.8387171322265912,136.7469841653303,100,5,218.7951746645285
46,46,20093.0,0.6129865967972286,180.09471103307612,100,5,288.15153765292183
47,47,27563.0,0.3651482179685183,194.35942693696097,100,5,310.9750830991376
48,48,29514.0,0.6870797442858548,227.65840082950058,100,5,364.25344132720096
49,49,13108.0,0.72363062670876,165.80374773590032,100,5,265.28599637744054
50,50,28965.0,0.7191884330497893,230.91728429902318,100,5,369.4676548784371
51,51,25999.0,0.7287305502547538,220.14903648362846,100,5,352.23845837380554
52,52,30735.0,0.7275627519379009,239.40736618752584,100,5,383.05178590004135
53,53,6169.0,0.3715828380242742,92.45044407808008,100,5,147.92071052492813
54,54,28739.0,0.7402716817552809,233.88006522652225,100,5,374.2081043624356
55,55,16747.0,0.9071171514116648,239.9275014670569,100,5,383.8840023472911
56,56,5126.0,0.3838744001580416,84.12617243174753,100,5,134.60187589079607
57,57,23336.0,0.7114885409394902,206.481274941834,100,5,330.3700399069344
58,58,31228.0,0.4074683660783757,209.09297070086217,100,5,334.5487531213795
59,59,26186.0,0.6426960133128767,209.11029362099697,100,5,334.57646979359515
60,60,32904.0,0.6035576360413666,231.81697854518958,100,5,370.90716567230334
61,61,19169.0,0.7177654856647742,187.67044554138653,100,5,300.27271286621846
62,62,23529.0,0.4585623227053646,183.8914135471473,100,5,294.2262616754357
0,0,51475.0,0.7377830256341693,313.78236778783247,200+cond,5,502.05178846053195
1,1,62111.0,0.6273692859684857,319.80715074329515,200+cond,5,511.69144118927227
2,2,58572.0,0.4604466855145621,291.00781401754745,200+cond,5,465.6125024280759
3,3,54902.0,0.8411266312479123,364.52993719033486,200+cond,5,583.2478995045358
4,4,59516.0,0.7885462148073601,356.08042730361717,200+cond,5,569.7286836857875
5,5,43366.0,0.593494224025891,262.6238513227229,200+cond,5,420.1981621163566
6,6,39172.0,0.6945710388766578,264.31640653401547,200+cond,5,422.90625045442476
7,7,68260.0,0.597873505789904,330.67224759038595,200+cond,5,529.0755961446175
8,8,47304.0,0.5107566920660866,265.65973879656207,200+cond,5,425.05558207449934
9,9,46673.0,0.5564660026152081,268.28939775265883,200+cond,5,429.26303640425414
10,10,64590.0,0.6781558649938867,334.78485477136013,200+cond,5,535.6557676341762
11,11,53616.0,0.7220327507935116,315.00024926203037,200+cond,5,504.00039881924863
12,12,57715.0,0.7461062849730217,332.52264806138214,200+cond,5,532.0362368982114
13,13,36066.0,0.7905001705578901,275.0343904112417,200+cond,5,440.05502465798673
14,14,33408.0,0.4664156755619148,219.47610877927607,200+cond,5,351.16177404684174
15,15,43756.0,0.51064381185132,255.0202097755283,200+cond,5,408.0323356408453
16,16,19942.0,0.3860156602599092,166.59030764437804,200+cond,5,266.5444922310049
17,17,65352.0,0.6698610659715311,336.15685601418096,200+cond,5,537.8509696226896
18,18,64182.0,0.6778496901256165,335.3611129516965,200+cond,5,536.5777807227145
19,19,12508.0,0.8614450025401025,194.90146583320885,200+cond,5,311.8423453331342
20,20,84570.0,0.6765948074377924,392.78210418884873,200+cond,5,628.451366702158
21,21,70161.0,0.7696758641791441,374.827152529276,200+cond,5,599.7234440468417
22,22,50633.0,0.5057674810592248,275.69970813523497,200+cond,5,441.11953301637595
23,23,16227.0,0.7438862169061091,176.87586375479145,200+cond,5,283.00138200766634
24,24,37356.0,0.4778144122452645,232.80318910008202,200+cond,5,372.4851025601313
25,25,4525.0,0.7859146768028453,107.49762825378716,200+cond,5,171.99620520605947
26,26,15299.0,0.7825248358827411,339.7930232400325,200+cond,5,543.668837184052
27,27,66341.0,0.32092352366971466,299.42633639527764,200+cond,5,479.08213823244427
28,28,47449.0,0.6427704052159418,282.7410030482644,200+cond,5,452.3856048772231
29,29,60765.0,0.5939689215399953,311.23303109253845,200+cond,5,497.97284974806155
30,30,59779.0,0.6949251183257065,325.75736469326284,200+cond,5,521.2117835092206
31,31,70982.0,0.8425586431346251,412.21654254051833,200+cond,5,659.5464680648294
32,32,47049.0,0.4763610400265229,262.37446411380404,200+cond,5,419.79914258208646
33,33,45052.0,0.6596690677636698,276.6018035902675,200+cond,5,442.562885744428
34,34,28861.0,0.12880970307636627,192.6767466339496,200+cond,5,308.28279461431936
35,35,44772.0,0.3640781019597298,247.6365961669629,200+cond,5,396.21855386714066
36,36,1412.0,0.6831074110741873,51.61919512739102,200+cond,5,82.59071220382565
37,37,4843.0,0.7376624167070019,390.0936565948054,200+cond,5,624.1498505516887
38,38,39528.0,0.7727266143769066,283.29362870434693,200+cond,5,453.2698059269551
39,39,36057.0,0.3464515431399908,224.36092986718444,200+cond,5,358.97748778749514
0,0,3911.0,0.9208980683919636,146.60048801075843,200,5,234.5607808172135
1,1,38722.0,0.16408974173594895,223.62516472055745,200,5,357.8002635528919
2,2,39560.0,0.599137127630184,254.2027647096913,200,5,406.7244235355061
3,3,60872.0,0.6445051595516954,322.28335013419525,200,5,515.6533602147124
4,4,,,,200,5,
5,5,1439.0,0.6634407846667925,50.28611103988593,200,5,80.4577776638175
6,6,44548.0,0.7756765111383142,301.60113401205365,200,5,482.56181441928584
7,7,41535.0,0.6667517505001375,267.40131956535265,200,5,427.84211130456424
8,8,847.0,0.3714779577536544,54.83109774783953,200,5,87.72975639654325
9,9,5576.0,0.9342486778368702,249.5585430698036,200,5,399.29366891168576
10,10,32959.0,0.4954041784849818,226.71248274747487,200,5,362.7399723959598
11,11,43839.0,0.6885239981798642,277.7265414545668,200,5,444.36246632730695
12,12,57902.0,0.7453557375699207,334.2294481275197,200,5,534.7671170040315
13,13,2158.0,0.8491095747182179,76.93681557334155,200,5,123.09890491734649
14,14,35121.0,0.7417701706773863,258.79070731590224,200,5,414.0651317054436
15,15,2496.0,0.9344196320057936,106.9586632733552,200,5,171.13386123736834
16,16,43213.0,0.6772288906026078,273.97225347727573,200,5,438.3556055636412
17,17,53014.0,0.7103856618111526,312.4147258041708,200,5,499.8635612866733
18,18,50524.0,0.6206942233575654,287.2544845985475,200,5,459.607175357676
